"source","vfa_Mean","vfa_SD","tan_Mean","tan_SD","tn_Mean","tn_SD","dm_Mean","dm_SD","vs_Mean","vs_SD","lip_Mean","lip_SD","lig_Mean","lig_SD","cel_Mean","cel_SD","hem_Mean","hem_SD","ndf_Mean","ndf_SD","indf_Mean","indf_SD","n_dry_Mean","n_dry_SD","c_dry_Mean","c_dry_SD","h_dry_Mean","h_dry_SD","s_dry_Mean","s_dry_SD","o_dry_Mean","o_dry_SD"
"feces",14.38562826572,0.911711742556937,0.707895362078995,0.126301587672702,9.31745833113868,0.696840291076549,23.5755224231705,0.594712000571656,88.6801194174144,1.80105439258921,10.2960819151628,0.669802330719137,6.55818199909397,0.748944680994257,17.8081172931813,0.706794768310837,21.8495787070631,0.205044743625082,46.2158779993384,1.6284207603465,13.8647633998015,0.48852622810395,3.38666666666667,0.0838649708360608,43.8466666666667,0.168621864932556,6.45266666666667,0.0590790430976445,0.342333333333333,0.0148436293854749,34.6517860840811,1.68485076241125
"urine",0.159735089869281,0.0333295091358837,0.361839125088979,0.0247649070484677,2.85673114788437,0.0190018498405868,1.1089832548884,0.0082662294685288,61.7957663255177,0.0430401087500201,0,0,0,0,0,0,0,0,0,0,0,0,13.5733333333333,0.337095436535906,24.39,0.545252235208624,3.97733333333333,0.20324943624358,2.35366666666667,0.0534820842276489,17.5014329921844,0.986651616223781
