"temp","day","lip_Mean","lip_SD","cel_Mean","cel_SD","hem_Mean","hem_SD","lig_Mean","lig_SD","ndf_Mean","ndf_SD","pro.n_dry_Mean","pro.n_dry_SD","n_dry_Mean","n_dry_SD","c_dry_Mean","c_dry_SD","vs_Mean","vs_SD","vfa_Mean","vfa_SD","pro_Mean","pro_SD","tan_Mean","tan_SD","dm_used_Mean","dm_used_SD","dm_calc_Mean","dm_calc_SD","pH_Mean","pH_SD","RFd_Mean","RFd_SD"
10,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00966444894699795,0.000785423985068721,0.00154631183151967,0.000125667837610995,0.0284459555560138,0.000474508298378278,0.0557940900669694,0.000730325881349778,0.00678288907394453,0.000687467895309881,0.01108430734967,0.000220179924741596,0.00190887797925587,0.000292860405429961,6.78575069397418,0.133218486471915,6.78575069397418,0.133218486471915,6.8,0.03605551275464,NA,NA
10,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,85,0.00722390853981138,0.000382028895262563,0.0119540273370549,0.000376563263333774,0.0141071530648847,0.00128680551168925,0.00464282370972526,0.000465613691812777,0.0307040041116648,0.00185760197296213,0.0109442491754585,0.000760497064418881,0.00175107986807336,0.000121679530307021,0.028114457086111,0.000800689724329933,0.0560694146901027,0.00103197894191059,0.00536889192909461,0.00050290341600077,0.00743982992699228,0.0024142532217142,0.00231349368559607,0.000566473497911094,6.8010957183026,0.140654258955113,6.8010957183026,0.140654258955113,7.05,0.0499999999999998,0.0260611804019395,0.00146323503685744
10,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,0,0.00640857937643396,9.18339816368764e-05,0.0110842876114,0.000158836179622943,0.0135998101646457,0.00019488324066293,0.00408200228519934,5.84944807392361e-05,0.0287661000612451,0.000412213901025107,0.0204035708659316,0.000284319558452296,0.00326457133854905,4.54911293523672e-05,0.0293697570269471,0.000415292402982412,0.0604628188143908,0.000852765990458165,0.0037978806559286,3.41839837196574e-05,0.0253666543459317,9.1832464179205e-05,0.000450339927720453,8.3155276263667e-07,7.07641023889136,0.0993470090544293,7.07641023889136,0.0993470090544293,NA,NA,0.0246840977760457,0.000353719420285871
15,2,0.00731347025424998,7.5402922922914e-05,0.012649388105205,0.000130416998109006,0.0155201022348775,0.000160014470817346,0.0046583806701943,4.80285700780876e-05,0.0328278710102768,0.000338460039004442,0.0133850595956709,0.000902550454901849,0.00214160953530735,0.000144408072784296,0.030632463792634,0.000202692324204012,0.0609587660993442,0.000582967719335338,0.00503439594243981,0.000424499523216353,0.0184061099549794,0.00303496882937212,0.00130489585171489,0.000104271948399725,7.10315857479689,0.0732345794683995,7.10315857479689,0.0732345794683995,6.4975,0.068980673621916,0.0281694903400825,0.000290431468926354
15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0589802503271162,0.000671425542094001,0.00563925900864323,8.8104250068894e-05,0.0151891659424331,0.000290532463707906,0.00152363211749068,2.51627279462064e-05,6.99583118841434,0.0886258924576603,6.99583118841434,0.0886258924576603,6.735,0.0208166599946612,NA,NA
15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0589434036642426,0.000692683059095669,0.00724158340077432,0.000249252127828719,0.0141431701391723,0.00167294688450889,0.00167912936765138,0.000224294985284908,6.9938106862324,0.0905948734553104,6.9938106862324,0.0905948734553104,6.645,0.0208166599946613,NA,NA
15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0122241432595302,0.000765795382700925,0.00195586292152484,0.000122527261232148,0.0291108253498628,0.00233656905236054,0.0588577938714446,0.000804802859643953,0.00810939201312419,0.000847748050837577,0.0129350947331449,0.0020676266224049,0.00199540641841892,0.000327064482846126,6.9890961811412,0.0966106722954622,6.9890961811412,0.0966106722954622,6.635,0.0264575131106462,NA,NA
15,20,NA,NA,0.0126659482374069,0.000239204019793033,0.0135617104787564,0.000925626437100795,0.00488198650370596,0.000219488421216506,0.0311096452198693,0.0011590321362593,NA,NA,NA,NA,NA,NA,0.058503251886719,0.000915048318396112,0.00823203879400607,0.000308711409018129,0.0140269655769213,0.00185130283034124,0.00174687009619605,0.000209253437564668,6.96964078332247,0.102846195830307,6.96964078332247,0.102846195830307,6.6225,0.0340342964277704,0.0262276587161633,0.000999780360693316
15,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,43,0.00740191259113039,0.000345932376913786,0.0124333434167988,0.000116502228899758,0.0139140694671474,0.000610267255280094,0.00488092151600559,0.000274769360303659,0.0312283343999519,0.000445522865236869,0.0107062986525028,0.000819901443634331,0.00171300778440045,0.000131184230981493,0.0289899024313285,0.00110724977595595,0.0571548831729384,0.00134009710400721,0.00682092599379705,0.000288730235803146,0.0122958132965668,0.00259132111978314,0.00153954962370733,0.000273886985038338,6.89506175835064,0.126873648271375,6.89506175835064,0.126873648271375,6.715,0.0300000000000002,0.0263474128839463,0.00058167813136674
15,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00870296355262041,0.000527832363305879,0.00139247416841927,8.44531781289407e-05,0.029445043633371,0.000437066436047735,0.056938734495275,0.00125399742095941,0.0057165167236365,0.000514551675914323,0.00940022972845798,0.000432430145040421,0.00170627384606316,5.20107194434042e-05,6.88308371420392,0.114668075525007,6.88308371420392,0.114668075525007,6.9775,0.0464578662158877,NA,NA
15,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,85,0.00790693350177678,0.00064645637379023,0.0112065846949375,0.000602130110561623,0.0127694591067836,0.000311119165123602,0.0050613385975263,0.000503722346171666,0.0290373823992474,0.000395794561360941,0.0101716177221259,0.000329758073251548,0.00162745883554014,5.27612917202476e-05,0.0284793115376106,0.000946045244710707,0.0561590867382577,0.000734897961560052,0.00487247196906043,0.000326763422487397,0.00828060725076237,0.000729366844497736,0.00176412545491528,0.000121435374139164,6.83960698469766,0.0920829591215869,6.83960698469766,0.0920829591215869,6.8625,0.0984462628374824,0.0239760438017211,0.000710279000514864
15,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0,0.00631733402174007,0.000211283190177477,0.0109264695217388,0.00036543569328222,0.0134061760642699,0.000448369460470554,0.0040238827356867,0.000134578728680517,0.0283565283216954,0.000948383882433291,0.0201683856595039,0.000650860413007106,0.00322694170552062,0.000104137666081137,0.0289674954327152,0.000959496327870379,0.0596422469506309,0.00197147417629409,0.00377694034274364,4.63159525745673e-05,0.025310399914727,0.000124424001913033,0.000449830537842953,1.1266726146778e-06,6.98217742889865,0.229873344065479,6.98217742889865,0.229873344065479,NA,NA,0.0243326455860087,0.000813805153752774
20,2,0.00710867666765812,0.000175757822857137,0.0122951768391166,0.000303990969615804,0.0150855045281177,0.000372980170082335,0.00452793555289791,0.000111950526380733,0.0319086169201323,0.000788921666078869,0.0120351829883469,0.000229432172034077,0.0019256292781355,3.6709147525452e-05,0.0294999646057085,0.000405684077804116,0.058197261663533,0.000985931325509244,0.0055754410828309,9.15521983752653e-05,0.0154013467801788,0.00198349552609973,0.00189377667940481,0.000217999875785006,6.90425418740049,0.170703598034027,6.90425418740049,0.170703598034027,6.9125,0.152397506541282,0.0273806813672344,0.000676971139698135
20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0566271808616167,0.00122422948455483,0.00751895859516083,0.000280049020989073,0.0127766852856973,0.00160124157740277,0.00221213676919222,0.000266412971308689,6.81848532413705,0.187359842468294,6.81848532413705,0.187359842468294,6.85,0.101324561023804,NA,NA
20,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0566371601924479,0.0013760799365063,0.00840428718838887,0.000568680860299994,0.0129308788602398,0.00142706845348353,0.00230268395970907,0.000333934328552227,6.81906844979338,0.196786237995176,6.81906844979338,0.196786237995176,6.71,0.0503322295684717,NA,NA
20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113695652932025,0.000487459545535832,0.0018191304469124,7.79935272857331e-05,0.02882156153079,0.000843150450732831,0.056662310557746,0.00184196717371038,0.00783389776109552,0.000307393102345841,0.0123730629642256,0.00202946275391803,0.00169366731362586,0.000366239858028281,6.8204290763248,0.221146541160141,6.8204290763248,0.221146541160141,6.8525,0.0892094912738178,NA,NA
20,20,NA,NA,0.0120159809720193,0.000414453692449979,0.0138490692450221,0.00106945751717793,0.00484856082715109,0.00048415381366705,0.0307136110441925,0.00147101215545807,NA,NA,NA,NA,NA,NA,0.0562324418010721,0.00180012830815997,0.00805978657430974,0.000340101439762104,0.0121930721096356,0.00106721041304898,0.00218236048635457,0.000199016993439337,6.79675289120179,0.2191554956412,6.79675289120179,0.2191554956412,6.85,0.0621825270205919,0.0258650502170414,0.0012036869913099
20,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,43,0.00778825016621071,0.000490007419297678,0.0111724962629047,0.000577370629925606,0.0126083924021087,0.000762604103397792,0.00465112395934405,0.000472222768744407,0.0284320126243575,0.000309088976838039,0.0101061059911883,0.000663685594398953,0.00161697695859013,0.000106189695103832,0.0277897765659857,0.00104492841054016,0.0545997645391198,0.00164732919885948,0.00615845735100226,0.000567678556099437,0.0117030190334929,0.00195633174424467,0.00140599512457196,0.000295530672808557,6.70599418156357,0.211684828888253,6.70599418156357,0.211684828888253,6.8775,0.100788557551606,0.0237808886650134,0.000187832417094199
20,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00944445086567434,0.00134381865204756,0.0015111121385079,0.00021501098432761,0.0277105729226816,0.00373359071520224,0.0531103442558357,0.00175433873518796,0.00500470236494065,0.00107576227160771,0.00820237853775455,0.00146442652629353,0.00158788525648892,0.000228281662780446,6.6219342825351,0.211207451896612,6.6219342825351,0.211207451896612,6.9825,0.053150729063673,NA,NA
20,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,85,0.00682208580987553,0.00056829393934534,0.011081832353992,0.000751802864578096,0.0095419768962275,0.000836075709745943,0.00554663741856157,0.000428108058542213,0.026170446668781,0.00178331786057355,0.00938777668721139,0.000280115572942445,0.00150204426995382,4.48184916707912e-05,0.0267588377739306,0.00104223890490433,0.0520358083868521,0.00208187530464644,0.00331794725953207,0.000476146620289319,0.00650516027849385,0.00028389053523138,0.00168046687354966,0.000280838442906152,6.56050773726136,0.237139883031862,6.56050773726136,0.237139883031862,7.095,0.0613731754650732,0.0206238092502195,0.00156761878434144
20,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0,0.00619348333205228,0.000254614739524,0.010712257200297,0.000440382000005145,0.0131433493487722,0.000540324449343705,0.00394499492473313,0.000162179148846049,0.0278006014738023,0.0011428855981949,0.0197595235463761,0.000845769417671183,0.00316152376742017,0.000135323106827389,0.0283957199675477,0.00117391407934404,0.0584631598492516,0.00242051379022566,0.00378286680136426,5.63763219260065e-05,0.0253263208589754,0.000151450357754765,0.000449974703692055,1.37139915082233e-06,6.84370556167451,0.284261355321226,6.84370556167451,0.284261355321226,NA,NA,0.0238556065490692,0.000980706449348851
25,2,0.0069456495196396,0.000230310164627736,0.0120132048620278,0.000398344774186637,0.0147395404486388,0.00048874708947873,0.00442409394438039,0.000146698131222678,0.031176839255047,0.00103378999488804,0.0113600594209244,0.000597072994615678,0.0018176095073479,9.55316791385085e-05,0.0288063308370956,0.000826614445119913,0.0566498147846093,0.00146043148190607,0.00678231921536358,0.000345595617066057,0.0121222412457939,0.00237780943479869,0.00206483942316713,0.000281561698315151,6.74591517129531,0.223687191424307,6.74591517129531,0.223687191424307,6.75,0.13490737563232,0.0267527453106667,0.000887091863665366
25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0553798089578847,0.00177076647059839,0.00810577962190887,0.000317527624376866,0.0116755921646767,0.00158815809492359,0.00202234093731951,0.000226090777659028,6.67656648079209,0.249021591647656,6.67656648079209,0.249021591647656,6.7725,0.114418821295566,NA,NA
25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554434013067507,0.00172929059235322,0.00923715656377628,0.000778550880709224,0.0105556303464876,0.00250994091628638,0.00213535355038682,0.000265340580340609,6.6800637278614,0.246344745533403,6.6800637278614,0.246344745533403,6.76,0.0930949336251261,NA,NA
25,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100007330462953,0.000822122989944071,0.00160011728740724,0.000131539678391051,0.0274568457101227,0.00133527900074334,0.0555921651690443,0.00164958201697346,0.00634462806777039,0.000680324166669196,0.0138193270622942,0.0011949625218699,0.00163004693123348,0.000293433747541429,6.68822397102312,0.240424805913376,6.68822397102312,0.240424805913376,6.975,0.119023807142381,NA,NA
25,20,NA,NA,0.012130394652095,0.000626543306732579,0.0135152746332897,0.000925979948276031,0.00482047253485943,0.000297145921065131,0.0304661418202442,0.000852182951325637,NA,NA,NA,NA,NA,NA,0.0551036944097926,0.00177940031607369,0.00864803538855682,0.00029790733256485,0.00839603309613941,0.000889447608638072,0.00222983901413936,0.000250175816171886,6.66137821090254,0.248846320946555,6.66137821090254,0.248846320946555,6.92,0.0711805216802086,0.0256456692853848,0.000894349410286663
25,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,43,0.00764082687032686,0.000305440592191034,0.0109923100527163,0.00145348246389053,0.0112568411562099,0.00151376717698986,0.0047934611856247,0.000401663363487361,0.0270426123945509,0.000546903272973952,0.0102081635057675,0.000836577970028316,0.0016333061609228,0.000133852475204531,0.0270582330992924,0.00148762191880837,0.0532541942164072,0.00237805719085867,0.00564105591693973,0.000342881772571851,0.0111672320896814,0.00141798881650365,0.000984756206709456,0.000161409140908308,6.55846946377367,0.283356648530478,6.55846946377367,0.283356648530478,6.8025,0.141745076340121,0.0222491512089262,0.000572948308379391
25,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0092505234928167,0.000558668223184517,0.00148008375885067,8.93869157095228e-05,0.0272169645413792,0.000677819293801446,0.0516231994839251,0.00141606348747878,0.00457773044246367,0.000712213440573819,0.00755734293791204,0.000383568565995141,0.00120412800047356,0.00013665889438876,6.46634630150567,0.226606844094742,6.46634630150567,0.226606844094742,6.9975,0.143149106412393,NA,NA
25,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,85,0.0070423052151322,0.000493301017490898,0.0102731046047277,0.000560329233940755,0.00930296641838083,0.000832280456259654,0.00555313308783673,0.000209594353814769,0.0251292041109453,0.00119436205858831,0.00964151975311572,0.000569873656890136,0.00154264316049852,9.11797851024218e-05,0.0255588687580315,0.000784906350897937,0.0493783093749367,0.00204868181157527,0.00306030206370378,0.000122020264495823,0.0070815470196541,0.000301764284130482,0.00110654502166305,0.000133961092317535,6.33724762815718,0.265831720518603,6.33724762815718,0.265831720518603,7.0675,0.0763216876123686,0.0195760710231085,0.00111825970996656
25,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
